Year_Birth,Education,Marital_Status,Income,Kidhome,Teenhome,Dt_Customer,Recency,MntWines,MntFruits,MntMeatProducts,MntFishProducts,MntSweetProducts,MntGoldProds,NumDealsPurchases,NumWebPurchases,NumCatalogPurchases,NumStorePurchases,NumWebVisitsMonth,AcceptedCmp3,AcceptedCmp4,AcceptedCmp5,AcceptedCmp1,AcceptedCmp2,Complain,Response,Age,Kids,Status,Family_size,Expenses,Total_Purchases,Engaged_in_days,TotalAcceptedCmp,AmountPerPurchase
1979,PhD,Relationship,31605.0,1,0,2012-11-22,15,74,0,42,2,1,6,2,2,1,4,7,0,0,0,0,0,0,0,44,1,2,3,125,9,3892 days 14:46:24.812721,0,13.88888888888889
1973,Master,Single,52034.0,1,1,2013-05-17,67,146,0,93,7,13,73,5,4,2,5,7,0,0,0,0,0,0,0,50,2,1,3,332,16,3716 days 14:46:24.812721,0,20.75
1979,Graduation,Single,48526.0,1,0,2013-12-24,32,23,17,23,43,20,9,1,2,1,4,3,0,0,0,0,0,0,0,44,1,1,2,135,8,3495 days 14:46:24.812721,0,16.875
1954,Graduation,Relationship,46734.0,0,1,2012-11-18,40,110,5,137,26,23,29,2,6,1,5,7,0,0,0,0,0,0,0,69,1,2,3,330,14,3896 days 14:46:24.812721,0,23.571428571428573
1962,Graduation,Single,39552.0,1,1,2012-12-18,54,165,3,147,4,24,41,7,6,2,5,8,0,0,0,0,0,0,1,61,2,1,3,384,20,3866 days 14:46:24.812721,1,19.2
1966,Graduation,Single,86358.0,1,1,2012-08-08,78,957,47,494,82,47,95,4,5,3,6,8,0,0,0,0,0,0,0,57,2,1,3,1722,18,3998 days 14:46:24.812721,0,95.66666666666667
1977,Graduation,Relationship,46931.0,2,1,2014-04-24,94,41,0,17,3,1,16,2,1,1,3,3,0,0,0,0,0,0,0,46,3,2,5,78,7,3374 days 14:46:24.812721,0,11.142857142857142
1985,Basic,Single,16581.0,0,0,2013-01-12,51,1,3,4,2,3,11,1,0,0,3,4,0,0,0,0,0,0,0,38,0,1,1,24,4,3841 days 14:46:24.812721,0,6.0
1952,Master,Single,63998.0,0,0,2013-12-20,42,176,29,818,0,33,112,1,7,6,11,4,0,0,0,0,0,0,1,71,0,1,1,1168,25,3499 days 14:46:24.812721,1,46.72
1951,Master,Relationship,67381.0,0,1,2013-01-15,67,815,8,53,11,0,70,4,2,2,9,7,0,1,0,0,0,0,0,72,1,2,3,957,17,3838 days 14:46:24.812721,1,56.294117647058826
1967,Graduation,Single,25930.0,1,1,2013-10-10,87,6,1,2,2,0,4,1,1,0,2,7,0,0,0,0,0,0,0,56,2,1,3,15,4,3570 days 14:46:24.812721,0,3.75
1978,Graduation,Relationship,42693.0,1,0,2014-06-07,29,8,4,20,6,3,16,1,1,0,3,5,0,0,0,0,0,0,0,45,1,2,3,57,5,3330 days 14:46:24.812721,0,11.4
1976,Graduation,Relationship,85606.0,0,1,2012-11-12,89,717,42,864,219,30,84,2,6,7,9,3,0,0,0,1,0,0,0,47,1,2,3,1956,24,3902 days 14:46:24.812721,1,81.5
1985,Graduation,Single,72903.0,0,0,2013-10-29,74,1067,138,750,0,19,39,1,7,5,8,4,0,1,1,1,0,0,1,38,0,1,1,2013,21,3551 days 14:46:24.812721,4,95.85714285714286
1974,Master,Relationship,49669.0,1,0,2014-05-24,97,166,5,107,11,8,29,2,5,1,6,6,0,0,0,0,0,0,0,49,1,2,3,326,14,3344 days 14:46:24.812721,0,23.285714285714285
1968,PhD,Relationship,36778.0,1,1,2012-08-05,63,29,4,34,2,4,4,3,3,0,3,9,0,0,0,0,0,0,0,55,2,2,4,77,9,4001 days 14:46:24.812721,0,8.555555555555555
1962,PhD,Single,85696.0,0,0,2013-05-03,88,714,76,395,116,0,12,1,4,6,9,1,0,0,0,0,0,0,1,61,0,1,1,1313,20,3730 days 14:46:24.812721,1,65.65
1989,Master,Single,10979.0,0,0,2014-05-22,34,8,4,10,2,2,4,2,3,0,3,5,0,0,0,0,0,0,0,34,0,1,1,30,8,3346 days 14:46:24.812721,0,3.75
1961,Graduation,Relationship,49678.0,0,1,2013-02-02,81,229,5,56,3,2,20,2,6,2,4,7,0,0,0,0,0,0,0,62,1,2,3,315,14,3820 days 14:46:24.812721,0,22.5
1953,Master,Relationship,56129.0,0,1,2013-06-20,65,320,48,133,39,72,48,4,6,2,10,4,0,0,0,0,0,0,0,70,1,2,3,660,22,3682 days 14:46:24.812721,0,30.0
1989,Graduation,Relationship,37155.0,1,0,2013-01-31,51,23,0,26,7,15,3,1,2,0,4,5,0,0,0,0,0,0,0,34,1,2,3,74,7,3822 days 14:46:24.812721,0,10.571428571428571
1978,Master,Single,21282.0,1,0,2014-05-11,76,1,5,8,4,8,20,2,2,1,2,6,0,0,0,0,0,0,0,45,1,1,2,46,7,3357 days 14:46:24.812721,0,6.571428571428571
1962,PhD,Single,33419.0,0,1,2013-08-17,76,56,0,12,0,0,18,2,2,0,4,7,0,0,0,0,0,0,0,61,1,1,2,86,8,3624 days 14:46:24.812721,0,10.75
1945,Graduation,Single,63285.0,0,0,2013-11-05,84,508,124,249,50,38,134,1,6,5,13,3,0,0,0,0,0,0,0,78,0,1,1,1103,25,3544 days 14:46:24.812721,0,44.12
1974,Master,Relationship,21255.0,1,0,2014-01-21,56,29,0,25,2,2,3,4,2,1,4,4,0,0,0,0,0,0,0,49,1,2,3,61,11,3467 days 14:46:24.812721,0,5.545454545454546
1981,Graduation,Relationship,42162.0,1,0,2013-11-19,31,46,7,59,2,4,27,2,3,1,3,6,1,0,0,0,0,0,1,42,1,2,3,145,9,3530 days 14:46:24.812721,2,16.11111111111111
1956,Graduation,Relationship,54450.0,1,1,2012-09-14,0,454,0,171,8,19,32,12,9,2,8,8,0,0,0,0,0,0,0,67,2,2,4,684,31,3961 days 14:46:24.812721,0,22.06451612903226
1954,PhD,Relationship,57744.0,0,1,2013-11-12,91,350,3,39,0,0,19,2,9,1,4,8,0,0,0,0,0,0,0,69,1,2,3,411,16,3537 days 14:46:24.812721,0,25.6875
1986,Graduation,Single,26576.0,1,0,2012-10-13,40,10,0,8,0,0,9,1,1,0,2,9,1,0,0,0,0,0,1,37,1,1,2,27,4,3932 days 14:46:24.812721,2,6.75
1943,PhD,Single,57513.0,0,0,2013-07-06,59,735,40,183,52,20,30,2,9,3,13,6,0,0,0,0,0,0,0,80,0,1,1,1060,27,3666 days 14:46:24.812721,0,39.25925925925926
1964,Graduation,Relationship,68142.0,0,1,2012-08-29,96,897,126,196,91,112,37,3,10,4,7,6,0,0,0,0,0,0,0,59,1,2,3,1459,24,3977 days 14:46:24.812721,0,60.791666666666664
1979,Graduation,Relationship,7500.0,0,1,2012-08-29,61,5,2,3,3,0,5,1,1,0,2,8,0,0,0,0,0,0,0,44,1,2,3,18,4,3977 days 14:46:24.812721,0,4.5
1974,Graduation,Relationship,83145.0,0,0,2012-09-22,14,777,35,731,39,137,114,1,5,9,11,2,0,0,1,0,0,0,1,49,0,2,2,1833,26,3953 days 14:46:24.812721,2,70.5
1960,Master,Relationship,54197.0,0,1,2014-04-03,16,162,6,37,6,13,13,2,1,3,6,1,0,0,0,0,0,0,0,63,1,2,3,237,12,3395 days 14:46:24.812721,0,19.75
1963,PhD,Single,23091.0,1,1,2014-05-28,98,35,0,11,0,0,2,4,2,1,3,7,0,0,0,0,0,0,0,60,2,1,3,48,10,3340 days 14:46:24.812721,0,4.8
1976,Graduation,Relationship,46049.0,1,1,2013-07-21,11,342,9,112,19,14,19,10,5,2,9,7,0,0,0,0,0,0,1,47,2,2,4,515,26,3651 days 14:46:24.812721,1,19.807692307692307
1974,Graduation,Relationship,56715.0,0,0,2012-12-05,52,258,105,239,237,172,9,1,7,3,4,4,0,0,0,0,0,0,0,49,0,2,2,1020,15,3879 days 14:46:24.812721,0,68.0
1961,Graduation,Relationship,79410.0,0,0,2014-05-29,19,658,80,483,123,13,13,1,3,2,5,1,0,0,0,0,0,0,0,62,0,2,2,1370,11,3339 days 14:46:24.812721,0,124.54545454545455
1951,Graduation,Relationship,57304.0,0,1,2013-03-11,61,356,80,329,138,17,106,2,7,6,10,5,0,0,0,0,0,0,0,72,1,2,3,1026,25,3783 days 14:46:24.812721,0,41.04
1965,Graduation,Relationship,44375.0,0,1,2014-03-23,73,213,5,28,7,7,41,1,4,1,6,5,0,0,0,0,0,0,0,58,1,2,3,301,12,3406 days 14:46:24.812721,0,25.083333333333332
1956,Graduation,Relationship,54450.0,1,1,2012-09-14,0,454,0,171,8,19,32,12,9,2,8,8,0,0,0,0,0,0,0,67,2,2,4,684,31,3961 days 14:46:24.812721,0,22.06451612903226
1965,Graduation,Relationship,59594.0,0,1,2012-10-20,74,457,4,29,0,0,9,1,8,1,7,7,0,1,0,0,0,0,0,58,1,2,3,499,17,3925 days 14:46:24.812721,1,29.352941176470587
1994,Graduation,Relationship,80685.0,0,0,2012-08-22,55,241,45,604,34,26,54,1,6,4,10,2,0,0,0,0,0,0,0,29,0,2,2,1004,21,3984 days 14:46:24.812721,0,47.80952380952381
1974,PhD,Relationship,40344.0,0,1,2013-10-13,48,210,0,6,0,0,2,2,4,1,5,7,0,0,0,0,0,0,0,49,1,2,3,218,12,3567 days 14:46:24.812721,0,18.166666666666668
1972,Graduation,Relationship,62710.0,0,1,2013-05-23,53,441,35,83,7,29,11,4,4,2,12,4,0,0,0,0,0,0,0,51,1,2,3,606,22,3710 days 14:46:24.812721,0,27.545454545454547
1968,Master,Relationship,48985.0,0,1,2013-07-05,13,19,13,18,10,7,8,1,1,1,3,3,0,0,0,0,0,0,0,55,1,2,3,75,6,3667 days 14:46:24.812721,0,12.5
1968,Graduation,Relationship,35322.0,1,2,2012-08-22,34,28,9,37,12,7,13,3,2,0,4,8,0,0,0,0,0,0,0,55,3,2,5,106,9,3984 days 14:46:24.812721,0,11.777777777777779
1948,Graduation,Relationship,77142.0,0,0,2013-05-29,54,476,75,162,29,151,97,1,4,4,8,2,0,0,0,0,0,0,0,75,0,2,2,990,17,3704 days 14:46:24.812721,0,58.23529411764706
1969,Graduation,Single,81657.0,0,0,2014-01-22,69,364,40,425,158,60,50,1,3,4,8,1,0,0,0,0,0,0,0,54,0,1,1,1097,16,3466 days 14:46:24.812721,0,68.5625
1996,Basic,Relationship,14421.0,0,0,2014-02-17,81,0,0,2,3,3,8,1,1,0,2,5,1,0,0,0,0,0,0,27,0,2,2,16,4,3440 days 14:46:24.812721,1,4.0
1974,Master,Relationship,20130.0,0,0,2014-03-17,99,0,6,3,7,6,12,1,1,0,3,8,0,0,0,0,0,0,0,49,0,2,2,34,5,3412 days 14:46:24.812721,0,6.8
1990,PhD,Relationship,74214.0,0,0,2012-08-26,3,863,83,547,86,99,33,1,8,2,5,5,0,0,0,0,0,0,0,33,0,2,2,1711,16,3980 days 14:46:24.812721,0,106.9375
1957,Master,Relationship,66726.0,1,1,2014-01-12,61,349,7,35,0,0,47,3,8,2,4,7,0,1,0,0,0,0,0,66,2,2,4,438,17,3476 days 14:46:24.812721,1,25.764705882352942
1979,Basic,Relationship,23724.0,1,0,2013-01-08,65,5,23,15,0,18,14,2,2,0,3,8,0,0,0,0,0,0,0,44,1,2,3,75,7,3845 days 14:46:24.812721,0,10.714285714285714
1960,Master,Relationship,47353.0,0,1,2013-11-13,93,184,2,19,8,8,4,3,2,2,6,5,0,0,0,0,0,0,0,63,1,2,3,225,13,3536 days 14:46:24.812721,0,17.307692307692307
1952,Master,Relationship,33444.0,1,1,2012-11-03,24,8,0,8,0,0,2,1,1,0,2,8,0,0,0,0,0,0,0,71,2,2,4,18,4,3911 days 14:46:24.812721,0,4.5
1981,Graduation,Relationship,54386.0,0,1,2013-05-17,8,277,21,64,62,21,25,2,3,2,10,3,0,0,0,0,0,0,0,42,1,2,3,470,17,3716 days 14:46:24.812721,0,27.647058823529413
1981,Graduation,Single,28510.0,1,1,2013-04-13,72,44,5,19,0,4,19,3,2,0,4,5,0,0,0,0,0,0,0,42,2,1,3,91,9,3750 days 14:46:24.812721,0,10.11111111111111
1991,Master,Single,90638.0,0,0,2014-02-13,29,1156,120,915,94,144,96,1,3,4,10,1,0,0,1,0,0,0,0,32,0,1,1,2525,18,3444 days 14:46:24.812721,1,140.27777777777777
1950,Graduation,Relationship,48070.0,0,1,2013-01-13,33,373,14,83,6,9,19,3,8,2,6,7,0,0,0,0,0,1,0,73,1,2,3,504,19,3840 days 14:46:24.812721,0,26.526315789473685
1957,Graduation,Relationship,43140.0,0,1,2013-01-05,68,134,8,76,6,0,11,1,4,1,5,6,0,0,0,0,0,0,0,66,1,2,3,235,11,3848 days 14:46:24.812721,0,21.363636363636363
1961,PhD,Single,54959.0,0,1,2013-01-19,55,1148,0,60,0,0,24,3,9,5,4,7,0,1,0,0,0,0,1,62,1,1,2,1232,21,3834 days 14:46:24.812721,2,58.666666666666664
1958,Basic,Single,15056.0,1,1,2013-05-03,76,6,12,3,21,6,40,5,2,2,3,5,0,0,0,0,0,0,0,65,2,1,3,88,12,3730 days 14:46:24.812721,0,7.333333333333333
1971,Graduation,Single,26954.0,1,0,2014-05-08,17,4,1,11,0,0,1,1,1,0,2,7,0,0,0,0,0,0,0,52,1,1,2,17,4,3360 days 14:46:24.812721,0,4.25
1985,Graduation,Single,22327.0,1,0,2013-08-02,94,5,4,8,2,0,5,1,1,0,3,5,0,0,0,0,0,0,0,38,1,1,2,24,5,3639 days 14:46:24.812721,0,4.8
1965,Graduation,Relationship,44393.0,1,1,2013-08-22,86,24,2,20,2,2,10,2,1,0,4,4,0,0,0,0,0,0,0,58,2,2,4,60,7,3619 days 14:46:24.812721,0,8.571428571428571
1952,PhD,Single,62000.0,0,1,2013-08-25,25,899,0,101,0,0,20,1,6,6,13,4,0,0,0,1,0,0,0,71,1,1,2,1020,26,3616 days 14:46:24.812721,1,39.23076923076923
1962,PhD,Relationship,31497.0,0,1,2012-12-06,22,108,1,28,13,1,4,2,3,1,4,8,0,0,0,0,0,0,0,61,1,2,3,155,10,3878 days 14:46:24.812721,0,15.5
1974,Master,Relationship,45894.0,0,2,2014-02-27,15,27,2,7,0,2,13,1,1,0,3,5,0,0,0,0,0,0,0,49,2,2,4,51,5,3430 days 14:46:24.812721,0,10.2
1970,Master,Single,78579.0,0,0,2012-12-22,35,816,66,549,216,66,99,1,5,6,4,3,0,0,0,0,0,0,1,53,0,1,1,1812,16,3862 days 14:46:24.812721,1,113.25
1969,Master,Single,67369.0,0,1,2012-11-17,81,1298,0,70,37,14,42,4,7,4,10,4,0,1,1,0,0,0,1,54,1,1,2,1461,25,3897 days 14:46:24.812721,3,58.44
1960,Graduation,Single,58401.0,0,1,2014-04-20,55,10,0,11,17,29,29,1,1,2,2,4,0,0,0,0,0,0,0,63,1,1,2,96,6,3378 days 14:46:24.812721,0,16.0
1952,Graduation,Single,62307.0,0,1,2014-02-17,94,87,13,34,10,6,10,1,4,0,4,5,0,0,0,0,0,0,0,71,1,1,2,160,9,3440 days 14:46:24.812721,0,17.77777777777778
1969,Master,Relationship,43641.0,1,1,2013-04-22,50,57,2,51,4,2,23,3,2,1,4,6,0,0,0,0,0,0,0,54,2,2,4,139,10,3741 days 14:46:24.812721,0,13.9
1968,Master,Single,63841.0,0,1,2013-04-21,64,635,15,100,20,7,131,1,9,3,9,6,0,0,0,0,0,0,0,55,1,1,2,908,22,3742 days 14:46:24.812721,0,41.27272727272727
1965,Master,Relationship,46891.0,0,1,2013-09-01,91,43,12,23,29,15,61,1,2,1,4,4,0,0,0,0,0,0,0,58,1,2,3,183,8,3609 days 14:46:24.812721,0,22.875
1969,Master,Relationship,70091.0,1,0,2013-03-31,11,964,34,137,15,0,11,2,5,2,10,8,0,1,0,0,0,0,0,54,1,2,3,1161,19,3763 days 14:46:24.812721,1,61.10526315789474
1972,PhD,Relationship,78075.0,0,0,2014-04-05,72,572,8,259,34,35,80,1,3,5,5,1,0,0,0,0,0,0,0,51,0,2,2,988,14,3393 days 14:46:24.812721,0,70.57142857142857
1961,Master,Single,59184.0,0,1,2012-09-09,6,341,142,113,259,151,66,3,6,6,12,5,0,0,0,0,0,0,0,62,1,1,2,1072,27,3966 days 14:46:24.812721,0,39.7037037037037
1977,Graduation,Relationship,54809.0,1,1,2013-09-11,0,63,6,57,13,13,22,4,2,1,5,4,0,0,0,0,0,0,0,46,2,2,4,174,12,3599 days 14:46:24.812721,0,14.5
1959,Graduation,Relationship,58113.0,0,1,2013-01-25,66,221,104,169,102,78,84,3,9,2,8,7,0,0,0,0,0,1,0,64,1,2,3,758,22,3828 days 14:46:24.812721,0,34.45454545454545
1958,Master,Relationship,51412.0,0,1,2013-12-31,42,140,3,29,4,5,14,2,3,2,4,4,0,0,0,0,0,0,0,65,1,2,3,195,11,3488 days 14:46:24.812721,0,17.727272727272727
1979,Graduation,Single,15287.0,1,0,2012-10-10,60,1,2,8,4,3,13,2,1,1,2,7,1,0,0,0,0,0,1,44,1,1,2,31,6,3935 days 14:46:24.812721,2,5.166666666666667
1957,Master,Relationship,66636.0,0,0,2013-08-17,64,291,10,689,84,10,0,1,3,4,9,1,0,0,0,0,0,0,0,66,0,2,2,1084,17,3624 days 14:46:24.812721,0,63.76470588235294
1956,Master,Relationship,50965.0,0,1,2013-02-20,87,544,13,85,8,6,29,3,10,4,5,8,1,0,0,0,0,0,0,67,1,2,3,685,22,3802 days 14:46:24.812721,1,31.136363636363637
1965,PhD,Relationship,84618.0,0,0,2013-11-22,96,684,100,801,21,66,0,1,6,9,10,2,0,0,1,0,0,0,0,58,0,2,2,1672,26,3527 days 14:46:24.812721,1,64.3076923076923
1990,Graduation,Relationship,18351.0,0,0,2013-10-29,1,1,12,9,0,14,7,1,2,0,3,7,0,0,0,0,0,0,0,33,0,2,2,43,6,3551 days 14:46:24.812721,0,7.166666666666667
1957,PhD,Relationship,40451.0,0,2,2014-02-16,54,35,0,4,0,0,10,1,1,1,2,5,1,0,0,0,0,0,0,66,2,2,4,49,5,3441 days 14:46:24.812721,1,9.8
1965,Graduation,Relationship,36317.0,0,1,2013-05-22,53,87,3,25,3,2,13,2,3,0,4,7,0,0,0,0,0,0,0,58,1,2,3,133,9,3711 days 14:46:24.812721,0,14.777777777777779
1957,Graduation,Relationship,42213.0,0,1,2013-10-12,96,309,3,24,4,3,20,2,5,1,7,7,0,1,0,0,0,0,0,66,1,2,3,363,15,3568 days 14:46:24.812721,1,24.2
1955,Graduation,Relationship,65748.0,0,1,2013-04-15,58,172,73,93,95,78,34,2,2,4,10,1,0,0,0,0,0,1,0,68,1,2,3,545,18,3748 days 14:46:24.812721,0,30.27777777777778
1972,Graduation,Relationship,77044.0,0,1,2013-10-27,12,625,38,242,50,34,76,2,7,11,11,4,1,0,0,0,0,0,0,51,1,2,3,1065,31,3553 days 14:46:24.812721,1,34.354838709677416
1969,Graduation,Relationship,74918.0,0,0,2013-03-12,78,972,59,913,25,19,59,1,5,9,6,3,0,0,1,0,0,0,0,54,0,2,2,2047,21,3782 days 14:46:24.812721,1,97.47619047619048
1972,Graduation,Relationship,56721.0,1,1,2012-10-31,64,157,6,39,6,13,75,5,4,1,5,6,0,0,0,0,0,0,0,51,2,2,4,296,15,3914 days 14:46:24.812721,0,19.733333333333334
1975,Graduation,Single,42160.0,1,1,2013-06-28,26,48,9,45,3,15,20,4,2,1,4,6,0,0,0,0,0,0,1,48,2,1,3,140,11,3674 days 14:46:24.812721,1,12.727272727272727
1965,Graduation,Single,61559.0,0,1,2013-07-17,8,279,83,88,32,14,34,1,4,2,10,3,0,0,0,0,0,0,0,58,1,1,2,530,17,3655 days 14:46:24.812721,0,31.176470588235293
1963,PhD,Relationship,33629.0,1,1,2012-08-08,49,132,0,16,0,0,4,5,3,1,4,9,0,0,0,0,0,0,0,60,2,2,4,152,13,3998 days 14:46:24.812721,0,11.692307692307692
1991,PhD,Relationship,68682.0,0,0,2013-10-06,56,919,0,505,99,30,45,1,4,9,10,2,0,0,0,0,0,0,0,32,0,2,2,1598,24,3574 days 14:46:24.812721,0,66.58333333333333
1963,Graduation,Single,34377.0,0,1,2013-01-19,55,62,0,22,3,1,26,2,2,2,2,7,0,0,0,0,0,0,0,60,1,1,2,114,8,3834 days 14:46:24.812721,0,14.25
1986,Basic,Single,8940.0,1,0,2012-08-22,25,1,45,3,4,6,42,3,3,1,3,8,0,0,0,0,0,0,0,37,1,1,2,101,10,3984 days 14:46:24.812721,0,10.1
1973,Graduation,Relationship,26228.0,1,0,2013-09-22,50,2,6,4,3,1,9,1,1,0,2,8,0,0,0,0,0,0,0,50,1,2,3,25,4,3588 days 14:46:24.812721,0,6.25
1957,Master,Single,77297.0,0,0,2013-01-26,84,408,61,109,48,122,41,1,5,7,9,4,0,0,0,1,0,0,0,66,0,1,1,789,22,3827 days 14:46:24.812721,1,35.86363636363637
1981,Graduation,Relationship,40211.0,1,1,2013-07-30,30,51,1,7,2,1,25,2,2,1,2,8,1,0,0,0,0,0,0,42,2,2,4,87,7,3642 days 14:46:24.812721,1,12.428571428571429
1958,PhD,Single,33438.0,1,1,2013-09-22,81,62,1,16,3,2,6,4,2,1,4,5,0,0,0,0,0,0,0,65,2,1,3,90,11,3588 days 14:46:24.812721,0,8.181818181818182
1959,PhD,Relationship,75032.0,0,1,2013-04-28,74,952,12,180,47,12,12,2,5,4,9,3,0,0,0,0,0,0,0,64,1,2,3,1215,20,3735 days 14:46:24.812721,0,60.75
1955,PhD,Single,61284.0,0,0,2013-10-12,76,618,15,106,20,7,45,1,11,2,8,6,0,1,0,0,0,0,0,68,0,1,1,811,22,3568 days 14:46:24.812721,1,36.86363636363637
1986,Graduation,Relationship,22518.0,1,0,2012-10-22,36,11,7,12,2,2,27,2,2,1,2,5,1,0,0,0,0,0,1,37,1,2,3,61,7,3923 days 14:46:24.812721,2,8.714285714285714
1975,Master,Relationship,54730.0,0,1,2013-08-15,64,318,3,17,4,7,56,5,4,1,8,4,0,0,0,0,0,0,0,48,1,2,3,405,18,3626 days 14:46:24.812721,0,22.5
1955,Master,Relationship,38452.0,1,1,2014-03-30,62,56,0,14,0,0,2,3,3,0,3,7,0,0,0,0,0,0,0,68,2,2,4,72,9,3399 days 14:46:24.812721,0,8.0
1971,Graduation,Single,44421.0,1,1,2013-02-15,53,110,5,59,7,1,7,5,5,0,4,8,0,0,0,0,0,0,0,52,2,1,3,189,14,3807 days 14:46:24.812721,0,13.5
1986,PhD,Relationship,38197.0,1,0,2013-06-29,86,23,0,11,2,1,3,1,1,0,3,5,0,0,0,0,0,0,0,37,1,2,3,40,5,3673 days 14:46:24.812721,0,8.0
1978,Graduation,Single,41986.0,0,1,2014-02-09,15,27,5,8,8,3,12,3,3,0,4,4,0,0,0,0,0,0,0,45,1,1,2,63,10,3448 days 14:46:24.812721,0,6.3
1983,Graduation,Relationship,28427.0,1,0,2013-03-21,67,18,3,19,3,3,6,2,2,0,3,8,0,0,0,0,0,0,0,40,1,2,3,52,7,3773 days 14:46:24.812721,0,7.428571428571429
1976,PhD,Relationship,37395.0,1,0,2014-05-02,47,18,0,9,0,1,11,1,1,0,3,6,0,0,0,0,0,0,0,47,1,2,3,39,5,3366 days 14:46:24.812721,0,7.8
1971,Graduation,Relationship,64722.0,1,0,2014-05-26,47,303,0,280,60,147,15,4,8,2,11,6,0,0,0,0,0,0,0,52,1,2,3,805,25,3342 days 14:46:24.812721,0,32.2
1956,Master,Relationship,55249.0,0,1,2014-04-17,81,97,1,19,2,0,11,1,2,1,4,3,0,0,0,0,0,0,0,67,1,2,3,130,8,3381 days 14:46:24.812721,0,16.25
1972,Graduation,Relationship,84906.0,0,0,2013-10-04,98,997,15,414,99,30,76,1,5,6,12,2,0,1,1,0,1,0,0,51,0,2,2,1631,24,3576 days 14:46:24.812721,3,67.95833333333333
1989,Graduation,Relationship,28691.0,1,0,2013-07-04,56,5,4,13,8,0,4,1,1,0,3,8,0,0,0,0,0,0,0,34,1,2,3,34,5,3668 days 14:46:24.812721,0,6.8
1952,Graduation,Single,44213.0,1,1,2013-11-29,48,95,11,35,0,4,7,4,2,1,5,6,0,0,0,0,0,0,0,71,2,1,3,152,12,3520 days 14:46:24.812721,0,12.666666666666666
1984,Basic,Single,25707.0,1,0,2014-01-18,18,1,6,2,3,6,3,1,1,0,3,7,0,0,0,0,0,0,0,39,1,1,2,21,5,3470 days 14:46:24.812721,0,4.2
1967,PhD,Relationship,59062.0,2,1,2013-10-03,74,46,1,12,3,0,9,2,2,0,3,4,0,0,0,0,0,0,0,56,3,2,5,71,7,3577 days 14:46:24.812721,0,10.142857142857142
1962,Graduation,Single,76624.0,0,1,2014-05-24,68,411,106,147,54,115,66,1,5,10,7,1,1,0,0,0,0,0,0,61,1,1,2,899,23,3344 days 14:46:24.812721,1,39.08695652173913
1947,Master,Relationship,66000.0,0,0,2014-04-20,36,244,51,270,101,0,45,1,1,3,5,1,0,0,0,0,0,0,0,76,0,2,2,711,10,3378 days 14:46:24.812721,0,71.1
1978,PhD,Relationship,27683.0,1,0,2012-08-04,90,152,9,121,12,12,45,4,6,2,4,8,0,0,0,0,0,0,0,45,1,2,3,351,16,4002 days 14:46:24.812721,0,21.9375
1971,Graduation,Single,1730.0,0,0,2014-05-18,65,1,1,3,1,1,1,15,0,0,0,20,0,0,0,0,0,0,0,52,0,1,1,8,15,3350 days 14:46:24.812721,0,0.5333333333333333
1992,Basic,Single,7500.0,1,0,2012-12-03,63,10,17,18,8,26,40,4,3,2,2,9,0,0,0,0,0,0,0,31,1,1,2,119,11,3881 days 14:46:24.812721,0,10.818181818181818
1968,Graduation,Relationship,40521.0,1,1,2013-04-05,82,12,0,5,0,0,4,1,0,1,2,5,0,0,0,0,0,0,0,55,2,2,4,21,4,3758 days 14:46:24.812721,0,5.25
1973,PhD,Relationship,20427.0,1,0,2014-03-24,63,5,0,4,0,0,1,1,1,0,2,8,0,0,0,0,0,0,0,50,1,2,3,10,4,3405 days 14:46:24.812721,0,2.5
1975,Graduation,Relationship,65106.0,0,1,2014-05-24,55,790,19,133,12,0,19,3,8,3,13,6,0,1,0,0,0,0,0,48,1,2,3,973,27,3344 days 14:46:24.812721,1,36.03703703703704
1965,PhD,Relationship,69969.0,0,0,2013-08-27,64,882,29,514,38,29,44,1,4,2,6,3,0,0,1,1,0,0,1,58,0,2,2,1536,13,3614 days 14:46:24.812721,3,118.15384615384616
1952,Graduation,Relationship,67433.0,0,2,2013-07-16,51,615,28,259,12,48,30,4,6,5,13,4,0,1,0,0,0,0,0,71,2,2,4,992,28,3656 days 14:46:24.812721,1,35.42857142857143
1967,PhD,Relationship,77766.0,0,1,2013-02-22,97,1004,59,265,115,59,27,2,11,10,11,6,1,0,0,0,0,0,1,56,1,2,3,1529,34,3800 days 14:46:24.812721,2,44.970588235294116
1972,Graduation,Relationship,74716.0,0,1,2013-09-12,92,133,27,421,13,195,71,2,7,3,5,4,0,0,0,0,0,0,0,51,1,2,3,860,17,3598 days 14:46:24.812721,0,50.588235294117645
1963,Graduation,Single,68118.0,0,1,2013-10-18,51,595,23,123,10,23,154,2,8,9,4,6,0,0,0,0,0,0,0,60,1,1,2,928,23,3562 days 14:46:24.812721,0,40.34782608695652
1970,PhD,Relationship,55158.0,1,1,2012-07-30,72,293,0,87,4,11,23,4,7,2,5,7,0,0,0,0,0,0,1,53,2,2,4,418,18,4007 days 14:46:24.812721,1,23.22222222222222
1955,Master,Relationship,62972.0,0,1,2012-08-03,39,313,15,47,20,0,192,2,7,4,3,6,0,0,0,0,0,0,1,68,1,2,3,587,16,4003 days 14:46:24.812721,1,36.6875
1975,Graduation,Relationship,74190.0,0,1,2014-05-12,49,151,81,86,168,91,64,2,4,2,11,2,0,0,0,0,0,0,0,48,1,2,3,641,19,3356 days 14:46:24.812721,0,33.73684210526316
